-0.21875 -0.9375
-0.21875 -0.96875

-0.21875 -0.96875
-0.1875 -0.96875

-0.1875 -0.96875
-0.1875 -0.9375

-0.1875 -0.9375
-0.21875 -0.9375

-0.1875 -0.96875
-0.15625 -0.96875

-0.15625 -0.96875
-0.15625 -0.9375

-0.15625 -0.9375
-0.1875 -0.9375

-0.15625 -0.96875
-0.125 -0.96875

-0.125 -0.96875
-0.125 -0.9375

-0.125 -0.9375
-0.15625 -0.9375

-0.125 -0.96875
-0.09375 -0.96875

-0.09375 -0.96875
-0.09375 -0.9375

-0.09375 -0.9375
-0.125 -0.9375

-0.09375 -0.96875
-0.0625 -0.96875

-0.0625 -0.96875
-0.0625 -0.9375

-0.0625 -0.9375
-0.09375 -0.9375

-0.0625 -0.96875
-0.03125 -0.96875

-0.03125 -0.96875
-0.03125 -0.9375

-0.03125 -0.9375
-0.0625 -0.9375

-0.03125 -0.96875
0 -0.96875

0 -0.96875
0 -0.9375

0 -0.9375
-0.03125 -0.9375

0 -0.96875
0.03125 -0.96875

0.03125 -0.96875
0.03125 -0.9375

0.03125 -0.9375
0 -0.9375

0.03125 -0.96875
0.0625 -0.96875

0.0625 -0.96875
0.0625 -0.9375

0.0625 -0.9375
0.03125 -0.9375

0.0625 -0.96875
0.09375 -0.96875

0.09375 -0.96875
0.09375 -0.9375

0.09375 -0.9375
0.0625 -0.9375

0.09375 -0.96875
0.125 -0.96875

0.125 -0.96875
0.125 -0.9375

0.125 -0.9375
0.09375 -0.9375

0.125 -0.96875
0.15625 -0.96875

0.15625 -0.96875
0.15625 -0.9375

0.15625 -0.9375
0.125 -0.9375

0.15625 -0.96875
0.1875 -0.96875

0.1875 -0.96875
0.1875 -0.9375

0.1875 -0.9375
0.15625 -0.9375

0.1875 -0.96875
0.21875 -0.96875

0.21875 -0.96875
0.21875 -0.9375

0.21875 -0.9375
0.1875 -0.9375

-0.3125 -0.90625
-0.3125 -0.9375

-0.3125 -0.9375
-0.28125 -0.9375

-0.28125 -0.9375
-0.28125 -0.90625

-0.28125 -0.90625
-0.3125 -0.90625

-0.28125 -0.9375
-0.25 -0.9375

-0.25 -0.9375
-0.25 -0.90625

-0.25 -0.90625
-0.28125 -0.90625

-0.25 -0.9375
-0.21875 -0.9375

-0.21875 -0.9375
-0.21875 -0.90625

-0.21875 -0.90625
-0.25 -0.90625

-0.1875 -0.9375
-0.1875 -0.90625

-0.1875 -0.90625
-0.21875 -0.90625

-0.15625 -0.9375
-0.15625 -0.90625

-0.15625 -0.90625
-0.1875 -0.90625

-0.125 -0.9375
-0.125 -0.90625

-0.125 -0.90625
-0.15625 -0.90625

-0.09375 -0.9375
-0.09375 -0.90625

-0.09375 -0.90625
-0.125 -0.90625

-0.0625 -0.9375
-0.0625 -0.90625

-0.0625 -0.90625
-0.09375 -0.90625

-0.03125 -0.9375
-0.03125 -0.90625

-0.03125 -0.90625
-0.0625 -0.90625

0 -0.9375
0 -0.90625

0 -0.90625
-0.03125 -0.90625

0.03125 -0.9375
0.03125 -0.90625

0.03125 -0.90625
0 -0.90625

0.0625 -0.9375
0.0625 -0.90625

0.0625 -0.90625
0.03125 -0.90625

0.09375 -0.9375
0.09375 -0.90625

0.09375 -0.90625
0.0625 -0.90625

0.125 -0.9375
0.125 -0.90625

0.125 -0.90625
0.09375 -0.90625

0.15625 -0.9375
0.15625 -0.90625

0.15625 -0.90625
0.125 -0.90625

0.1875 -0.9375
0.1875 -0.90625

0.1875 -0.90625
0.15625 -0.90625

0.21875 -0.9375
0.21875 -0.90625

0.21875 -0.90625
0.1875 -0.90625

0.21875 -0.9375
0.25 -0.9375

0.25 -0.9375
0.25 -0.90625

0.25 -0.90625
0.21875 -0.90625

0.25 -0.9375
0.28125 -0.9375

0.28125 -0.9375
0.28125 -0.90625

0.28125 -0.90625
0.25 -0.90625

0.28125 -0.9375
0.3125 -0.9375

0.3125 -0.9375
0.3125 -0.90625

0.3125 -0.90625
0.28125 -0.90625

-0.40625 -0.875
-0.40625 -0.90625

-0.40625 -0.90625
-0.375 -0.90625

-0.375 -0.90625
-0.375 -0.875

-0.375 -0.875
-0.40625 -0.875

-0.375 -0.90625
-0.34375 -0.90625

-0.34375 -0.90625
-0.34375 -0.875

-0.34375 -0.875
-0.375 -0.875

-0.34375 -0.90625
-0.3125 -0.90625

-0.3125 -0.90625
-0.3125 -0.875

-0.3125 -0.875
-0.34375 -0.875

-0.28125 -0.90625
-0.28125 -0.875

-0.28125 -0.875
-0.3125 -0.875

-0.25 -0.90625
-0.25 -0.875

-0.25 -0.875
-0.28125 -0.875

-0.21875 -0.90625
-0.21875 -0.875

-0.21875 -0.875
-0.25 -0.875

-0.1875 -0.90625
-0.1875 -0.875

-0.1875 -0.875
-0.21875 -0.875

-0.15625 -0.90625
-0.15625 -0.875

-0.15625 -0.875
-0.1875 -0.875

-0.125 -0.90625
-0.125 -0.875

-0.125 -0.875
